,categoria,marca,nombre,tipo,precio_sin_desc,descuento,precio_con_desc,valoracion,num_valoraciones
797,Perfumes para Mujer,SCALPERS,Her &Here,Eau de Parfum para Mujer,"42,00€",,"22,95€",100%,1
798,Perfumes para Mujer,GIVENCHY,Very Irresistible,Eau de parfum para mujer,"129,50€",,"67,95€",97%,29
799,Perfumes para Mujer,TOM FORD,Noir,Eau de parfum para hombre,"135,00€",No aparece,"100,95€",100%,1
800,Perfumes para Mujer,VERSACE,Eros Pour Femme,Eau de Parfum para Mujer,"81,00€",,"47,95€",99%,33
801,Perfumes para Mujer,LANCOME,La Vie Est Belle Intensément,Eau de Parfum para mujer,"85,00€",,"41,95€",91%,28
802,Perfumes para Mujer,HERMÈS,Estuche Twilly,Eau de Parfum para mujer,"102,00€",No aparece,"67,95€",Sin rating,
803,Perfumes para Mujer,SCALPERS,Cofre Scalpers Kids Boy,Eau de Toilette Infantil,"52,00€",No aparece,"34,95€",100%,3
804,Perfumes para Mujer,ARMANI,Recarga Si Intense,Recarga Eau de Parfum Intense para Mujer,"130,00€",No aparece,"79,95€",Sin rating,
805,Perfumes para Mujer,COACH,Coach,Eau de parfum para mujer,"47,00€",,"24,95€",93%,22
806,Perfumes para Mujer,GIORGIO BEVERLY HILLS,Giorgio Beverly Hills,Eau de Toilette para mujer,"25,99€",No aparece,"22,95€",100%,1
807,Perfumes para Mujer,GUERLAIN,Aqua Allegoria Nerolia Vetiver Recargable,Eau de Toilette para mujer,"105,37€",,"59,95€",95%,4
808,Perfumes para Mujer,ANGEL SCHLESSER,Estuche Angel Schlesser Peonia,Eau de Toilette para mujer,"53,00€",No aparece,"34,95€",90%,2
809,Perfumes para Mujer,HALLOWEEN,Kiss,Eau de Toilette para Mujer,"39,95€",No aparece,"19,95€",90%,2
810,Perfumes para Mujer,ABERCROMBIE & FITCH,First Instinct,Eau de Parfum para Mujer,"78,00€",,"34,95€",Sin rating,
811,Perfumes para Mujer,PACO RABANNE,Lady Million Royal,Eau de Parfum para Mujer,"67,50€",,"44,95€",80%,1
812,Perfumes para Mujer,ARMANI,Sì Passione Intense,Eau de parfum para mujer,"125,00€",,"64,95€",95%,4
813,Perfumes para Mujer,PRADA,Candy Kiss,Eau de Parfum para mujer,"130,00€",No aparece,"74,95€",100%,7
814,Perfumes para Mujer,YVES SAINT LAURENT,Y,Eau de Toilette para mujer,"150,00€",No aparece,"82,95€",77%,7
815,Perfumes para Mujer,GUERLAIN,Aqua Allegoria Granada Salvia Recargable,Eau de Toilette para mujer,"105,37€",,"59,95€",Sin rating,
816,Perfumes para Mujer,HERMÈS,Calèche,Eau de parfum para mujer,"185,00€",No aparece,"109,95€",Sin rating,
817,Perfumes para Mujer,DIOR,Miss Dior Roller-Pearl,Eau de toilette para mujer,"51,00€",No aparece,"38,25€",100%,7
818,Perfumes para Mujer,GUERLAIN,Idylle,Eau de Parfum para mujer,"146,50€",No aparece,"88,95€",Sin rating,
819,Perfumes para Mujer,NINA RICCI,Nina Nature,Eau de Toilette para Mujer,"80,50€",No aparece,"39,95€",Sin rating,
820,Perfumes para Mujer,CARTIER,La Panthère,Eau de toilette para mujer,"85,00€",,"64,95€",80%,5
821,Perfumes para Mujer,DIOR,Dune,Eau de Toilette para mujer,"142,00€",No aparece,"105,95€",98%,23
822,Perfumes para Mujer,LOEWE,Loewe Paula's Eclectic,Eau de Toilette para Mujer,"82,00€",,"52,95€",60%,1
