tienda,categoria,marca,nombre,tipo,precio_sin_desc,descuento,precio_con_desc,valoracion,num_valoraciones
perfumes24h,hombre,issey miyake,l'eau d'issey pour homme,eau de toilette,77.0,35.0,50.05,5.0,13
perfumes24h,hombre,loewe,esencia loewe pour homme,eau de toilette,70.0,15.79,58.95,4.8,4
perfumes24h,hombre,dior,fahrenheit,eau de toilette,65.0,3.15,62.95,5.0,1
perfumes24h,hombre,loewe,loewe 7,eau de toilette,98.97,44.48,54.95,5.0,1
perfumes24h,hombre,hugo boss,boss bottled night,eau de toilette,78.0,38.53,47.95,5.0,10
perfumes24h,hombre,joop!,joop! homme,eau de toilette,50.0,60.2,19.9,4.3,4
perfumes24h,hombre,azzaro,azzaro pour homme,eau de toilette,35.0,45.86,18.95,4.4,5
perfumes24h,hombre,armaf,odyssey homme,eau de parfum,40.3,50.5,19.95,5.0,3
perfumes24h,hombre,calvin klein,set ck one 100ml + deodorant spray 150ml,eau de toilette,80.0,63.81,28.95,5.0,3
perfumes24h,hombre,lanvin,lanvin l'homme,eau de toilette,70.0,64.36,24.95,4.5,2
perfumes24h,hombre,cerruti,1881 men,eau de toilette,30.0,60.07,11.98,4.6,5
perfumes24h,hombre,hugo boss,boss in motion,eau de toilette,65.0,49.31,32.95,4.5,6
perfumes24h,hombre,adidas,pure game,eau de toilette,23.0,69.78,6.95,5.0,2
perfumes24h,hombre,jean paul gaultier,set le male elixir parfum 125ml + all-over gel de baño 75ml + 10ml,parfum,140.0,39.32,84.95,5.0,2
perfumes24h,hombre,moschino,uomo?,eau de toilette,45.0,55.67,19.95,4.7,10
perfumes24h,hombre,versace,versace eros,eau de toilette,61.0,29.59,42.95,5.0,9
perfumes24h,hombre,hugo boss,boss bottled elixir parfum intense,parfum,85.0,29.47,59.95,5.0,9
perfumes24h,hombre,calvin klein,ck one summer 2021,eau de toilette,60.0,63.42,21.95,4.5,11
perfumes24h,hombre,hugo boss,boss bottled tonic,eau de toilette,88.0,44.38,48.95,4.5,11
perfumes24h,hombre,tabac original,tabac original - splash,eau de cologne,14.0,58.64,5.79,5.0,3
perfumes24h,hombre,adolfo domínguez,set bambú 120ml + 60ml,eau de toilette,64.81,42.99,36.95,5.0,4
perfumes24h,hombre,paco rabanne,set invictus 100ml + deodorant 150ml,eau de toilette,110.0,31.86,74.95,5.0,1
perfumes24h,hombre,loewe,esencia loewe pour homme,eau de parfum,102.0,26.87,74.59,4.0,1
perfumes24h,hombre,armaf,tres nuit pour homme,eau de parfum,30.0,36.83,18.95,4.0,1
perfumes24h,hombre,dior,sauvage,eau de parfum,150.0,48.7,76.95,5.0,3
perfumes24h,hombre,ferrari,scuderia ferrari black,eau de toilette,60.0,55.08,26.95,5.0,1
perfumes24h,hombre,versace,the dreamer,eau de toilette,75.0,46.73,39.95,5.0,1
perfumes24h,hombre,kenzo,kenzo homme,eau de toilette,42.0,28.69,29.95,5.0,1
perfumes24h,hombre,calvin klein,contradiction for men,eau de toilette,65.0,53.92,29.95,5.0,1
perfumes24h,hombre,montblanc,explorer 100ml + 7.5ml + gel douche integral 100ml,eau de parfum,103.79,42.24,59.95,5.0,1
perfumes24h,hombre,bien-etre,colonia naturelle,eau de cologne,10.0,50.5,4.95,5.0,1
