tienda,categoria,marca,nombre,tipo,descuento,precio_sin_desc,precio_con_desc,valoracion,num_valoraciones
druni,mujer,yves saint laurent,estuche black opium,eau de parfum,45.0,146.0,79.95,4.65,201.0
druni,mujer,tous,loveme the onyx,eau de parfum,47.0,52.5,27.95,4.6,50.0
druni,mujer,dolce & gabbana,l' imperatrice,eau de toilette,60.0,100.0,39.95,4.85,231.0
druni,mujer,prada,paradoxe,eau de parfum,36.0,70.0,44.95,4.75,31.0
druni,mujer,dolce & gabbana,the one,eau de parfum,40.0,76.0,45.95,4.95,62.0
druni,mujer,cacharel,amor amor,eau de toilette,48.0,48.0,24.95,4.7,162.0
druni,mujer,bvlgari,estuche petits et mamains,eau de toilette,36.0,89.0,56.95,4.85,322.0
druni,mujer,armani,my way,eau de parfum,51.0,82.0,39.95,4.8,190.0
druni,mujer,calvin klein,ck be,eau de toilette,74.0,76.0,19.95,4.6,237.0
druni,mujer,zadig & voltaire,this is her,eau de parfum,36.0,62.0,39.95,4.8,161.0
druni,mujer,yves saint laurent,black opium,eau de parfum,48.0,80.0,41.9,4.8,276.0
druni,mujer,armani,acqua di gio woman,eau de toilette,53.0,150.0,69.95,4.9,36.0
druni,mujer,yves saint laurent,libre,eau de parfum,49.0,82.0,41.95,4.8,145.0
druni,mujer,armani,emporio armani ella,eau de parfum,46.0,120.0,64.95,4.8,134.0
druni,mujer,clinique,clinique happy,eau de parfum,58.0,95.0,39.95,4.8,37.0
druni,mujer,dolce & gabbana,cofre light blue,eau de toilette,43.0,162.0,92.95,,
druni,mujer,dolce & gabbana,light blue,eau de toilette,44.0,62.0,34.9,4.85,313.0
druni,mujer,lancome,recarga la vie est belle,eau de parfum,48.0,120.0,62.95,5.0,3.0
druni,mujer,valentino,born in roma donna,eau de parfum,41.0,80.0,46.95,4.9,83.0
druni,mujer,lacoste,l12.12 pour elle sparkling,eau de toilette,60.0,99.0,39.95,4.7,14.0
druni,mujer,givenchy,amarige,eau de toilette,57.0,126.5,54.95,4.8,79.0
druni,mujer,mugler,recarga angel,eau de parfum,33.0,135.0,89.95,4.15,6.0
druni,mujer,dkny,estuche be delicious,eau de parfum,45.0,110.0,59.95,4.25,34.0
druni,mujer,jimmy choo,i want choo forever,eau de parfum,45.0,72.0,39.9,4.35,3.0
druni,mujer,rochas,mademoiselle rochas,eau de parfum,55.0,58.0,25.95,4.75,62.0
druni,mujer,rochas,estuche eau de rochas,eau de toilette,56.0,132.0,57.95,4.8,79.0
druni,mujer,armani,sì passione,eau de parfum,51.0,82.0,39.95,4.55,65.0
druni,mujer,burberry,her,eau de parfum,51.0,98.0,47.95,4.7,32.0
druni,mujer,mandarina duck,mandarina duck,eau de toilette,65.0,65.0,22.95,4.7,174.0
druni,mujer,carolina herrera,212 vip,eau de parfum,51.0,59.0,28.95,4.8,57.0
druni,mujer,ralph lauren,ralph,eau de toilette,68.0,77.0,24.95,4.7,32.0
druni,mujer,cacharel,yes i am,eau de parfum,38.0,53.0,32.95,4.8,98.0
druni,mujer,sisley,soir de lune,eau de parfum,30.0,122.5,85.95,5.0,9.0
druni,mujer,lancome,miracle,eau de parfum,48.0,115.0,59.95,4.9,92.0
druni,mujer,prada,infusion d'iris,eau de parfum,45.0,110.0,59.95,4.75,216.0
druni,mujer,elizabeth arden,green tea scent,eau de toilette,22.0,17.99,13.95,4.75,136.0
druni,mujer,rochas,eau de rochas,eau de toilette,55.0,62.0,27.95,4.8,140.0
druni,mujer,carolina herrera,212 vip rosé,eau de parfum,49.0,59.0,29.95,4.9,132.0
druni,mujer,mugler,alien,eau de parfum,40.0,38.0,22.95,4.85,78.0
druni,mujer,davidoff,cool water woman,eau de toilette,80.0,112.0,21.95,4.8,210.0
druni,mujer,jean paul gaultier,scandal,eau de parfum,39.0,66.0,39.95,4.8,66.0
druni,mujer,nina ricci,nina,eau de toilette,42.0,55.5,31.95,4.85,72.0
druni,mujer,jean paul gaultier,la belle le parfum,eau de parfum,52.0,72.5,34.95,4.8,35.0
druni,mujer,lancome,la nuit trésor,eau de parfum,49.0,79.0,39.95,4.85,99.0
druni,mujer,tous,loveme,eau de parfum,48.0,49.5,25.95,4.8,142.0
druni,mujer,loewe,solo ella,eau de parfum,35.0,66.0,42.9,4.75,39.0
druni,mujer,armani,recarga my way new,eau de parfum,46.0,130.0,69.95,5.0,2.0
druni,mujer,lancome,tresor midnight rose,eau de parfum,50.0,115.0,56.95,4.9,47.0
druni,mujer,cerruti,estuche 1881 femme,eau de toilette,45.0,54.95,29.95,5.0,1.0
druni,mujer,lancome,magie noir,eau de toilette,57.0,92.0,39.95,4.6,29.0
druni,mujer,tous,estuche tous,eau de toilette,41.0,89.0,52.95,4.55,57.0
druni,mujer,yves saint laurent,manifesto,eau de parfum,43.0,140.0,79.95,4.8,5.0
druni,mujer,versace,dylan purple,eau de parfum,41.0,74.0,43.95,4.9,8.0
druni,mujer,hugo boss,hugo deep red,eau de parfum,61.0,88.0,33.95,4.75,220.0
druni,mujer,chloe,signature,eau de parfum,55.0,73.0,32.95,4.75,163.0
druni,mujer,rochas,estuche mademoiselle rochas,eau de parfum,48.0,115.0,59.95,4.85,24.0
druni,mujer,cacharel,noa,eau de toilette,47.0,47.0,24.95,4.75,108.0
druni,mujer,guerlain,la petite robe noire,eau de parfum,40.0,86.29,51.95,4.55,24.0
druni,mujer,carolina herrera,ch woman,eau de toilette,48.0,63.5,32.95,4.8,79.0
druni,mujer,tous,estuche loveme the onyx,eau de parfum,44.0,125.0,69.95,4.6,12.0
druni,mujer,courreges,courreges,eau de toilette,58.0,96.0,39.95,5.0,5.0
druni,mujer,sisley,izia,eau de parfum,30.0,99.5,69.95,4.8,16.0
druni,mujer,paco rabanne,estuche lady million,eau de parfum,39.0,130.5,79.95,4.85,18.0
druni,mujer,armani,estuche sì,eau de parfum,49.0,156.0,79.95,4.75,122.0
druni,mujer,gucci,bloom,eau de parfum,54.0,79.0,35.95,4.85,75.0
druni,mujer,prada,estuche paradoxe,eau de parfum,45.0,165.0,89.95,,
druni,mujer,narciso rodriguez,for her,eau de parfum,35.0,73.0,47.5,4.8,68.0
druni,mujer,tous,loveme the emerald elixir,eau de parfum,48.0,58.0,29.95,3.75,4.0
druni,mujer,armani,code,eau de parfum,48.0,115.0,59.95,4.8,74.0
druni,mujer,yves saint laurent,rive gauche,eau de toilette,44.0,125.0,69.95,4.85,80.0
druni,mujer,jean paul gaultier,la belle,eau de parfum,51.0,68.5,33.84,4.75,53.0
druni,mujer,loewe,aire sutileza,eau de toilette,35.0,84.0,54.25,4.75,17.0
druni,mujer,jean paul gaultier,estuche classique,eau de toilette,45.0,125.5,68.95,4.7,31.0
druni,mujer,gucci,cofre gucci flora jazmin,eau de parfum,42.0,171.75,99.95,,
druni,mujer,nina ricci,nina le parfum,parfum,52.0,65.0,30.95,,
druni,mujer,mugler,angel nova,eau de parfum,47.0,75.0,39.95,4.85,143.0
druni,mujer,hoss intropia,gadea,eau de parfum,46.0,93.0,49.95,4.75,19.0
druni,mujer,kenzo,flower by kenzo,eau de parfum,41.0,69.0,40.95,4.85,185.0
druni,mujer,bvlgari,omnia coral,eau de toilette,35.0,134.95,87.95,,
druni,mujer,angel schlesser,instant immense peony,eau de toilette,47.0,53.0,27.95,4.55,17.0
druni,mujer,dkny,estuche women,eau de parfum,40.0,100.0,59.95,3.4,85.0
druni,mujer,kenzo,amour,eau de parfum,40.0,131.0,77.95,4.85,29.0
druni,mujer,narciso rodriguez,narciso for her,eau de toilette,35.0,64.0,41.5,4.85,147.0
druni,mujer,chloe,estuche chloé,eau de parfum,49.0,137.5,69.95,4.65,101.0
druni,mujer,dkny,be delicious,eau de parfum,47.0,57.0,29.95,4.8,235.0
druni,mujer,loewe,solo ella,eau de toilette,35.0,57.0,36.95,4.9,24.0
druni,mujer,givenchy,irresistible 80,eau de parfum,43.0,78.5,44.95,4.6,53.0
druni,mujer,guess,bella vita,eau de parfum,28.0,46.0,32.9,4.65,114.0
druni,mujer,estee lauder,pleasures,eau de parfum,51.0,70.0,33.95,4.8,52.0
druni,mujer,dior,j'adore,eau de parfum,25.0,87.0,64.95,4.85,108.0
druni,mujer,jimmy choo,blossom,eau de parfum,64.0,56.0,19.95,4.55,28.0
druni,mujer,kenzo,flower by kenzo,eau de toilette,51.0,59.5,28.95,4.8,11.0
druni,mujer,armani,estuche acqua di gioa,eau de parfum,47.0,131.0,69.95,4.2,67.0
druni,mujer,paco rabanne,lady million fabulous,eau de parfum,50.0,70.5,34.95,4.9,9.0
druni,mujer,shiseido,ginza,eau de parfum,36.0,77.5,49.95,4.8,40.0
druni,mujer,guerlain,mon guerlain,eau de parfum,44.0,86.29,47.95,4.7,42.0
druni,mujer,carolina herrera,good girl hair mist,eau de parfum,39.0,44.5,26.95,4.65,38.0
druni,mujer,rochas,byzance,eau de parfum,56.0,59.0,25.95,4.65,80.0
druni,mujer,dior,miss dior,eau de parfum,25.0,87.0,64.95,4.75,28.0
druni,mujer,paco rabanne,lady million,eau de parfum,33.0,67.5,44.95,4.8,109.0
druni,mujer,guerlain,insolence,eau de toilette,49.0,126.44,64.95,4.5,4.0
druni,mujer,calvin klein,estuche euphoria,eau de parfum,55.0,132.3,59.95,4.6,99.0
druni,mujer,chloe,naturelle intense,eau de parfum,57.0,162.0,69.89,5.0,2.0
druni,mujer,tous,tous your powers,eau de toilette,53.0,40.0,18.95,5.0,10.0
druni,mujer,chloe,estuche chloe nomade,eau de parfum,49.0,137.5,69.95,4.95,24.0
druni,mujer,valentino,born in roma intense,eau de parfum,41.0,84.0,49.95,5.0,1.0
druni,mujer,armani,si intense,eau de parfum,37.0,89.0,55.95,,
druni,mujer,paco rabanne,recarga fame,parfum,34.0,180.0,117.95,,
druni,mujer,dolce & gabbana,devotion,eau de parfum,34.0,80.0,52.95,,
druni,mujer,narciso rodriguez,pure musc,eau de parfum,35.0,73.0,47.5,4.75,123.0
druni,mujer,dolce & gabbana,cofre devotion,eau de parfum,34.0,152.0,99.95,,
druni,mujer,calvin klein,estuche ck one,eau de toilette,60.0,79.05,31.95,4.8,66.0
druni,mujer,angel schlesser,femme schlesser,eau de toilette,54.0,87.0,39.95,4.85,109.0
druni,mujer,calvin klein,estuche ck one,eau de toilette,57.0,98.8,42.95,4.05,96.0
druni,mujer,armani,acqua di gioia,eau de parfum,51.0,69.0,33.95,4.8,84.0
druni,mujer,elizabeth arden,white tea,eau de toilette,40.0,26.5,15.85,4.75,73.0
druni,mujer,cerruti,1881 femme,eau de toilette,64.0,83.0,29.95,4.85,52.0
druni,mujer,hermès,eau rhubarbe écarlate,eau de toilette,38.0,118.0,72.95,5.0,5.0
druni,mujer,bvlgari,petits et mamans,eau de toilette,35.0,77.0,49.95,4.7,47.0
druni,mujer,tous,estuche your moments,eau de toilette,42.0,74.0,42.95,5.0,1.0
druni,mujer,yves saint laurent,mon paris,eau de parfum,43.0,77.0,43.95,4.95,78.0
druni,mujer,chloe,recarga signature,eau de parfum,56.0,146.0,64.95,1.0,1.0
druni,mujer,cabotine,cabotine de grès,eau de toilette,67.0,29.95,9.95,4.45,15.0
druni,mujer,prada,estuche infusión d'iris,eau de parfum,42.0,156.0,89.95,4.65,42.0
druni,mujer,calvin klein,ck everyone,eau de toilette,59.0,58.0,23.95,4.7,42.0
druni,mujer,yves saint laurent,black opium extreme,eau de parfum,47.0,85.0,44.95,4.85,38.0
druni,mujer,gucci,estuche guilty,eau de parfum,51.0,172.5,84.95,3.0,1.0
druni,mujer,elizabeth arden,estuche white tea,eau de parfum,38.0,60.0,36.9,4.5,2.0
druni,mujer,escada,escada santorini sunrise,eau de toilette,53.0,52.95,24.95,4.9,8.0
druni,mujer,tom ford,black orchid,eau de parfum,25.0,135.0,100.95,4.9,11.0
druni,mujer,narciso rodriguez,narciso for her musc noir rose,eau de parfum,35.0,73.0,47.5,4.95,17.0
druni,mujer,tous,estuche tous touch,eau de toilette,48.0,96.0,49.95,4.25,4.0
druni,mujer,elizabeth arden,white tea ep 100ml,eau de parfum,42.0,30.0,17.45,4.6,10.0
druni,mujer,armand basi,rose glacée,eau de toilette,50.0,39.9,19.95,4.6,45.0
druni,mujer,mugler,angel thierry mugler recargable,eau de parfum,39.0,165.0,99.95,4.5,8.0
druni,mujer,yves saint laurent,paris,eau de parfum,46.0,140.0,74.95,4.9,18.0
druni,mujer,narciso rodriguez,estuche narciso for her,eau de toilette,36.0,129.0,82.95,4.7,70.0
druni,mujer,halloween,estuche halloween,eau de toilette,47.0,76.0,39.95,4.9,45.0
druni,mujer,police,to be good vibes,eau de parfum,58.0,48.0,19.95,5.0,4.0
druni,mujer,calvin klein,estuche ck everyone,eau de toilette,58.0,110.55,46.95,5.0,1.0
druni,mujer,estee lauder,white linen,eau de parfum,49.0,97.0,49.95,4.8,10.0
druni,mujer,givenchy,l'interdit,eau de toilette,40.0,67.0,39.95,4.7,7.0
druni,mujer,yves saint laurent,estuche libre,eau de parfum,42.0,156.0,89.95,4.65,142.0
druni,mujer,tous,touch,eau de toilette,53.0,47.0,21.95,4.5,39.0
druni,mujer,jean paul gaultier,classique,eau de toilette,40.0,86.0,51.95,4.7,55.0
druni,mujer,carolina herrera,estuche good girl,eau de parfum,31.0,138.5,95.95,4.75,114.0
druni,mujer,clinique,aromatics elixir,eau de parfum,36.0,39.0,24.95,4.8,106.0
druni,mujer,mugler,angel,eau de parfum,40.0,38.0,22.95,4.95,437.0
druni,mujer,hermès,un jardin sur le toit,eau de toilette,47.0,133.0,69.95,4.75,11.0
druni,mujer,escada,escada magnetism,eau de parfum,61.0,102.0,39.95,4.9,88.0
druni,mujer,paco rabanne,ultraviolet,eau de parfum,55.0,116.5,52.95,4.9,57.0
druni,mujer,yves saint laurent,libre intense,eau de parfum,48.0,92.0,47.95,4.85,387.0
druni,mujer,hermès,un jardin sur le nil,eau de toilette,47.0,133.0,69.95,4.9,28.0
druni,mujer,angel schlesser,instant tempting bergamota,eau de toilette,47.0,53.0,27.95,4.7,25.0
druni,mujer,loewe,aire,eau de toilette,35.0,57.0,36.95,4.4,23.0
druni,mujer,valentino,born in roma coral fantasy,eau de parfum,50.0,80.0,39.95,4.75,4.0
druni,mujer,calvin klein,obsession,eau de parfum,57.0,82.2,34.95,5.0,2.0
druni,mujer,bvlgari,omnia crystalline,eau de toilette,35.0,72.95,47.5,,
druni,mujer,gucci,flora gorgeous magnolia,eau de parfum,41.0,79.0,46.95,,
druni,mujer,dolce & gabbana,light blue eau intense,eau de parfum,45.0,99.0,54.9,4.85,74.0
druni,mujer,cacharel,lou lou,eau de parfum,57.0,82.0,34.95,4.95,27.0
druni,mujer,jean paul gaultier,classique intense,eau de parfum,46.0,68.5,36.95,4.85,33.0
druni,mujer,rochas,girl,eau de toilette,59.0,63.0,25.95,4.65,51.0
druni,mujer,loewe,agua,eau de toilette,35.0,71.0,45.95,4.8,11.0
druni,mujer,chloe,signature rose naturelle,eau de parfum,58.0,154.0,64.95,4.0,1.0
druni,mujer,calvin klein,my euphoria,eau de parfum,44.0,66.0,36.95,,
druni,mujer,hugo boss,boss ma vie,eau de parfum,55.0,111.0,49.95,4.65,47.0
druni,mujer,ralph lauren,romance,eau de parfum,52.0,145.0,69.95,4.65,3.0
druni,mujer,hugo boss,boss the scent for her,eau de parfum,60.0,136.0,54.95,4.85,43.0
druni,mujer,cacharel,eden,eau de parfum,53.0,85.0,39.95,4.65,44.0
druni,mujer,jean paul gaultier,so scandal,eau de parfum,42.0,95.0,54.95,4.85,33.0
druni,mujer,bvlgari,splendida jasmin noir,eau de parfum,35.0,96.0,61.95,4.75,15.0
druni,mujer,guerlain,samsara,eau de parfum,39.0,146.5,88.95,3.0,1.0
druni,mujer,versace,versense,eau de toilette,40.0,92.0,54.95,4.85,91.0
druni,mujer,givenchy,estuche irresistible,eau de parfum,49.0,142.25,72.95,4.8,19.0
druni,mujer,calvin klein,sheer beauty,eau de toilette,57.0,93.5,39.95,4.6,35.0
druni,mujer,yves saint laurent,black opium le parfum,parfum,41.0,85.0,49.95,,
druni,mujer,loewe,agua miami,eau de toilette,35.0,102.0,65.95,5.0,8.0
druni,mujer,yves saint laurent,libre le parfum,parfum,47.0,95.0,49.95,4.35,6.0
druni,mujer,kenzo,recarga flower by kenzo,eau de parfum,36.0,157.0,99.95,5.0,1.0
druni,mujer,lancome,estuche tresor,eau de parfum,47.0,170.0,89.95,4.9,12.0
druni,mujer,hoss intropia,manuela,eau de parfum,46.0,93.0,49.95,4.45,22.0
druni,mujer,lanvin,éclat d'arpège,eau de parfum,66.0,107.0,35.95,4.4,15.0
druni,mujer,nº 4711,cologne lima,eau de cologne,56.0,36.0,15.95,5.0,1.0
druni,mujer,paco rabanne,estuche olympéa,eau de parfum,42.0,130.0,74.95,4.55,24.0
druni,mujer,dolce & gabbana,cofre queen,eau de parfum,35.0,145.0,94.95,,
druni,mujer,versace,versace red jeans,eau de toilette,62.0,44.22,16.95,4.45,71.0
druni,mujer,calvin klein,beauty calvin klein e.p. 100 vapo.,eau de parfum,68.0,126.0,39.95,4.45,9.0
druni,mujer,dolce & gabbana,cofre light blue,eau de toilette,43.0,88.0,49.95,2.35,3.0
druni,mujer,eau my bb,eau my bb,eau de cologne,27.0,9.5,6.95,4.45,29.0
druni,mujer,sisley,campagne,eau de toilette,30.0,95.0,66.95,4.65,14.0
druni,mujer,tous,estuche loveme,eau de parfum,48.0,115.0,59.95,4.65,96.0
druni,mujer,gucci,guilty,eau de parfum,56.0,79.0,34.95,4.1,11.0
druni,mujer,dior,hypnotic poison,eau de toilette,25.0,74.0,55.25,4.7,33.0
druni,mujer,elizabeth arden,sunflowers,eau de toilette,14.0,15.1,12.95,4.8,101.0
druni,mujer,narciso rodriguez,all of me,eau de parfum,35.0,77.0,49.95,5.0,2.0
druni,mujer,loewe,agua mar de coral,eau de toilette,35.0,71.0,45.95,4.9,28.0
druni,mujer,tous,tous,eau de toilette,55.0,89.0,39.95,4.8,72.0
druni,mujer,hugo boss,boss alive,eau de parfum,51.0,71.0,34.95,4.55,30.0
druni,mujer,carolina herrera,estuche 212 vip rosé,eau de parfum,39.0,126.0,76.95,4.7,7.0
druni,mujer,lancaster,eau de lancaster,eau de toilette,71.0,59.0,16.95,4.25,71.0
druni,mujer,jimmy choo,i want choo,eau de parfum,51.0,72.0,34.95,4.8,9.0
druni,mujer,tous,l'eau de toilette,eau de toilette,61.0,76.0,29.95,4.8,54.0
druni,mujer,versace,crystal noir,eau de toilette,41.0,68.0,39.95,,
druni,mujer,lancome,estuche o de lancôme,eau de toilette,47.0,88.0,46.95,4.7,78.0
druni,mujer,chloe,love story,eau de parfum,55.0,73.0,32.95,4.7,44.0
druni,mujer,jimmy choo,estuche i want choo forever,eau de parfum,39.0,131.0,79.95,5.0,2.0
druni,mujer,narciso rodriguez,narciso poudre,eau de parfum,35.0,105.0,67.95,4.75,62.0
druni,mujer,moschino,fresh couture,eau de toilette,59.0,98.0,39.95,4.6,5.0
druni,mujer,cacharel,anais anais premier délice,eau de toilette,40.0,33.0,19.95,4.65,70.0
druni,mujer,elizabeth arden,red door,eau de toilette,67.0,81.0,26.75,4.7,14.0
druni,mujer,loewe,a mi aire,eau de toilette,35.0,126.0,81.9,4.9,9.0
druni,mujer,calvin klein,truth,eau de parfum,60.0,87.9,34.95,4.7,16.0
druni,mujer,hermès,eau des merveilles,eau de toilette,40.0,150.0,89.95,5.0,8.0
druni,mujer,loewe,aura white magnolia,eau de parfum,35.0,66.0,42.9,4.65,49.0
druni,mujer,angel schlesser,femme intense,eau de parfum,56.0,90.0,39.95,4.8,14.0
druni,mujer,rochas,estuche byzance,eau de parfum,48.0,116.0,59.95,5.0,5.0
druni,mujer,kenzo,jungle,eau de parfum,51.0,131.0,63.95,5.0,1.0
druni,mujer,paco rabanne,estuche fame,eau de parfum,34.0,136.5,89.95,4.35,11.0
druni,mujer,yves saint laurent,estuche mon paris,eau de parfum,42.0,138.5,79.95,4.4,15.0
druni,mujer,armani,my way intense,eau de parfum,46.0,87.0,46.95,4.95,107.0
druni,mujer,tous,estuche tous kids girl,eau de toilette,43.0,59.5,33.95,4.5,18.0
druni,mujer,calvin klein,eternity summer,eau de parfum,61.0,95.0,36.95,4.75,4.0
druni,mujer,moschino,cheap & chic so real,eau de toilette,64.0,98.0,34.95,5.0,5.0
druni,mujer,dolce & gabbana,estuche d&g light blue,eau de toilette,57.0,162.0,69.95,4.8,286.0
druni,mujer,marc jacobs,perfect,eau de parfum,53.0,105.0,48.95,4.7,31.0
druni,mujer,nº 4711,original,eau de cologne,66.0,32.0,10.95,4.5,33.0
druni,mujer,jean paul gaultier,estuche la belle,eau de parfum,40.0,134.0,79.95,4.75,11.0
druni,mujer,guerlain,l' instant de guerlain,eau de parfum,39.0,146.5,88.95,5.0,2.0
druni,mujer,givenchy,l'interdit rouge,eau de parfum,40.0,81.0,48.95,4.8,27.0
druni,mujer,mugler,recarga alien goddess,eau de parfum,38.0,130.0,79.95,,
druni,mujer,hermès,un jardin en méditeranée,eau de toilette,47.0,133.0,69.95,4.7,13.0
druni,mujer,tous,oh! the origin,eau de parfum,57.0,96.0,40.95,4.8,9.0
druni,mujer,dolce & gabbana,the only one,eau de parfum,41.0,110.0,64.95,4.55,7.0
druni,mujer,versace,yellow diamond,eau de toilette,40.0,92.0,54.95,4.8,52.0
druni,mujer,narciso rodriguez,for her musc noir,eau de parfum,35.0,73.0,47.5,4.6,35.0
druni,mujer,cacharel,yes i am delicious,eau de parfum,52.0,85.0,40.95,4.9,38.0
druni,mujer,dior,cofre miss dior,eau de parfum,25.0,187.6,139.95,,
druni,mujer,nina ricci,l'air du temps,eau de toilette,53.0,128.5,59.95,4.85,47.0
druni,mujer,carolina herrera,estuche ch,eau de toilette,41.0,128.5,75.95,4.85,38.0
druni,mujer,viktor & rolf,bonbon,eau de parfum,37.0,79.0,49.95,4.95,14.0
druni,mujer,jimmy choo,floral,eau de toilette,57.0,46.0,19.95,4.65,18.0
druni,mujer,narciso rodriguez,narciso ambrée,eau de parfum,35.0,73.0,47.5,4.55,25.0
druni,mujer,hugo boss,estuche boss the scent for her,eau de parfum,43.0,122.75,69.95,4.75,17.0
druni,mujer,rochas,l'escapade rochas,eau de toilette,62.0,95.0,36.5,4.15,6.0
druni,mujer,prada,infusion d'iris cèdre,eau de toilette,43.0,150.0,84.95,4.3,7.0
druni,mujer,armani,in love with you,eau de parfum,54.0,140.0,64.95,4.9,8.0
druni,mujer,cartier,la panthère,parfum,25.0,106.0,79.95,4.55,17.0
druni,mujer,police,sweet girl,eau de parfum,58.0,48.0,19.95,4.75,4.0
druni,mujer,yves saint laurent,libre,eau de toilette,50.0,110.0,54.95,4.85,208.0
druni,mujer,yves saint laurent,parisienne,eau de parfum,41.0,160.0,94.95,5.0,2.0
druni,mujer,scalpers,her &here,eau de parfum,45.0,42.0,22.95,5.0,1.0
druni,mujer,givenchy,very irresistible,eau de parfum,48.0,129.5,67.95,4.85,29.0
druni,mujer,tom ford,noir,eau de parfum,25.0,135.0,100.95,5.0,1.0
druni,mujer,versace,eros pour femme,eau de parfum,41.0,81.0,47.95,4.95,33.0
druni,mujer,lancome,la vie est belle intensément,eau de parfum,51.0,85.0,41.95,4.55,28.0
druni,mujer,hermès,estuche twilly,eau de parfum,33.0,102.0,67.95,,
druni,mujer,scalpers,cofre scalpers kids boy,eau de toilette,33.0,52.0,34.95,5.0,3.0
druni,mujer,armani,recarga si intense,eau de parfum,38.0,130.0,79.95,,
druni,mujer,coach,coach,eau de parfum,47.0,47.0,24.95,4.65,22.0
druni,mujer,giorgio beverly hills,giorgio beverly hills,eau de toilette,12.0,25.99,22.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria nerolia vetiver recargable,eau de toilette,43.0,105.37,59.95,4.75,4.0
druni,mujer,angel schlesser,estuche angel schlesser peonia,eau de toilette,34.0,53.0,34.95,4.5,2.0
druni,mujer,halloween,kiss,eau de toilette,50.0,39.95,19.95,4.5,2.0
druni,mujer,abercrombie & fitch,first instinct,eau de parfum,55.0,78.0,34.95,,
druni,mujer,paco rabanne,lady million royal,eau de parfum,33.0,67.5,44.95,4.0,1.0
druni,mujer,armani,sì passione intense,eau de parfum,48.0,125.0,64.95,4.75,4.0
druni,mujer,prada,candy kiss,eau de parfum,42.0,130.0,74.95,5.0,7.0
druni,mujer,yves saint laurent,y,eau de toilette,45.0,150.0,82.95,3.85,7.0
druni,mujer,guerlain,aqua allegoria granada salvia recargable,eau de toilette,43.0,105.37,59.95,,
druni,mujer,hermès,calèche,eau de parfum,41.0,185.0,109.95,,
druni,mujer,dior,miss dior roller-pearl,eau de toilette,25.0,51.0,38.25,5.0,7.0
druni,mujer,guerlain,idylle,eau de parfum,39.0,146.5,88.95,,
druni,mujer,nina ricci,nina nature,eau de toilette,50.0,80.5,39.95,,
druni,mujer,cartier,la panthère,eau de toilette,24.0,85.0,64.95,4.0,5.0
druni,mujer,dior,dune,eau de toilette,25.0,142.0,105.95,4.9,23.0
druni,mujer,loewe,loewe paula's eclectic,eau de toilette,35.0,82.0,52.95,3.0,1.0
druni,mujer,kenzo,flower by kenzo poppy bouquet,eau de toilette,46.0,59.5,31.95,,
druni,mujer,mugler,recarga angel elixir,eau de parfum,41.0,135.0,79.95,,
druni,mujer,carolina herrera,estuche 212 her,eau de parfum,44.0,126.0,69.95,4.7,46.0
druni,mujer,calvin klein,estuche eternity for women,eau de parfum,60.0,126.0,49.95,4.65,50.0
druni,mujer,valentino,estuche born in roma donna,eau de parfum,43.0,166.0,94.95,4.75,22.0
druni,mujer,issey miyake,estuche issey a drop fraiche,eau de parfum,35.0,116.0,74.95,5.0,1.0
druni,mujer,jean paul gaultier,estuche scandal le parfum,eau de parfum,42.0,138.5,79.95,4.5,2.0
druni,mujer,guess,seductive blue,eau de toilette,43.0,70.0,39.95,,
druni,mujer,issey miyake,l'eau d'issey,eau de toilette,43.0,88.0,50.05,4.95,54.0
druni,mujer,jean paul gaultier,divine,eau de parfum,34.0,76.0,49.95,4.7,14.0
druni,mujer,prada,recarga paradoxe,eau de parfum,35.0,130.0,84.95,,
druni,mujer,givenchy,l'interdit,eau de parfum,40.0,78.5,46.95,4.85,113.0
druni,mujer,shiseido,zen,eau de parfum,35.0,137.0,88.95,4.85,25.0
druni,mujer,tous,baby tous,eau de toilette,50.0,59.5,29.95,4.8,32.0
druni,mujer,cacharel,anais anais l'original,eau de toilette,47.0,43.0,22.95,4.8,90.0
druni,mujer,zadig & voltaire,this is her undressed,eau de parfum,36.0,62.0,39.95,4.5,4.0
druni,mujer,paco rabanne,fame,parfum,35.0,73.5,47.95,,
druni,mujer,dior,estuche j'adore,eau de parfum,25.0,122.0,90.95,4.95,23.0
druni,mujer,valentino,voce viva,eau de parfum,50.0,80.0,39.95,4.95,359.0
druni,mujer,givenchy,irresistible,eau de toilette,48.0,67.0,34.95,4.65,11.0
druni,mujer,mugler,alien goddess,eau de parfum,39.0,82.0,49.95,4.9,169.0
druni,mujer,eau my bb,eau my bb colonia,eau de toilette,60.0,19.95,7.95,4.75,20.0
druni,mujer,hermès,le jardin de monsieur li,eau de toilette,47.0,133.0,69.95,4.75,16.0
druni,mujer,cacharel,estuche anaïs anaïs,eau de toilette,49.0,98.0,49.95,4.65,25.0
druni,mujer,lancome,idôle aura,eau de parfum,51.0,72.0,34.95,4.55,18.0
druni,mujer,lancome,idole nectar,eau de parfum,50.0,72.0,35.85,4.9,134.0
druni,mujer,gucci,flora jasmine,eau de parfum,48.0,79.0,40.95,4.55,7.0
druni,mujer,escada,cofre escada santorini sunrise,eau de toilette,43.0,96.4,54.95,5.0,5.0
druni,mujer,prada,paradoxe intense,eau de parfum,38.0,88.0,54.95,,
