tienda,categoria,marca,nombre,tipo,descuento,precio_sin_desc,precio_con_desc,valoracion,num_valoraciones
druni,mujer,armani,because it’s you,eau de toilette,47.0,69.0,36.9,4.7,37.0
druni,mujer,pepe jeans,pepe jeans for her,eau de parfum,45.0,54.8,29.95,4.85,15.0
druni,mujer,versace,bright crystal,eau de toilette,40.0,92.0,54.95,4.9,114.0
druni,mujer,tous,tous,eau de parfum,50.0,91.0,45.95,4.7,41.0
druni,mujer,halloween,freesia,eau de toilette,66.0,59.0,19.95,4.6,106.0
druni,mujer,bvlgari,au thé vert,eau de parfum,35.0,98.0,63.25,4.6,27.0
druni,mujer,bvlgari,au thé blanc,eau de toilette,35.0,98.0,63.25,4.6,10.0
druni,mujer,givenchy,organza,eau de parfum,43.0,148.0,84.95,4.6,32.0
druni,mujer,loewe,aire fantasía,eau de toilette,35.0,84.0,54.25,4.7,21.0
druni,mujer,roberto cavalli,just cavalli,eau de toilette,68.0,93.0,29.95,4.55,18.0
druni,mujer,dior,dior addict,eau de parfum,25.0,87.0,64.95,4.8,54.0
druni,mujer,tom ford,noir extreme,eau de parfum,25.0,135.0,100.95,4.5,10.0
druni,mujer,carolina herrera,very good girl,eau de parfum,32.0,77.5,52.95,4.35,19.0
druni,mujer,lancome,hypnôse,eau de parfum,45.0,145.0,79.95,5.0,7.0
druni,mujer,paco rabanne,olympea solar,eau de parfum,52.0,73.0,34.95,4.35,6.0
druni,mujer,loewe,loewe paula's ibiza,eau de toilette,35.0,82.0,52.95,4.75,8.0
druni,mujer,dkny,be delicious blossom,eau de toilette,52.0,97.0,46.95,,
druni,mujer,mandarina duck,vida loca,eau de toilette,36.0,28.0,17.95,5.0,2.0
druni,mujer,yves saint laurent,opium,eau de toilette,45.0,100.0,54.95,4.9,24.0
druni,mujer,carolina herrera,good girl suprême,eau de parfum,32.0,77.5,52.95,4.55,24.0
druni,mujer,rochas,mademoiselle rochas in black,eau de parfum,65.0,115.0,39.95,4.55,101.0
druni,mujer,jean paul gaultier,estuche scandal,eau de parfum,37.0,127.0,79.95,4.5,4.0
druni,mujer,givenchy,l'interdit rouge ultime,eau de parfum,40.0,85.0,50.95,5.0,1.0
druni,mujer,police,#free to dare,eau de parfum,58.0,48.0,19.95,,
druni,mujer,narciso rodriguez,fleur musc for her,eau de parfum,35.0,105.0,67.95,4.9,33.0
druni,mujer,hermès,twilly d`hermes,eau de parfum,40.0,77.0,45.95,4.65,9.0
druni,mujer,tous,tous kids boy,eau de toilette,50.0,59.5,29.95,4.85,7.0
druni,mujer,clinique,aromatics elixir,eau de toilette,41.0,59.0,34.95,4.85,15.0
druni,mujer,valentino,valentina,eau de parfum,46.0,105.0,56.95,4.85,22.0
druni,mujer,carolina herrera,carolina herrera,eau de parfum,51.0,121.5,59.95,4.65,46.0
druni,mujer,valentino,valentino donna,eau de parfum,45.0,110.0,59.95,4.8,29.0
druni,mujer,loewe,001 woman,eau de parfum,35.0,66.0,42.9,5.0,7.0
druni,mujer,moschino,toy 2 bubble gum,eau de toilette,40.0,55.0,32.95,4.7,28.0
druni,mujer,elizabeth arden,sunflowers sunrise,eau de toilette,47.0,22.46,11.95,4.15,26.0
druni,mujer,zadig & voltaire,estuche this is her!,eau de parfum,35.0,120.0,77.95,4.25,4.0
druni,mujer,shiseido,estuche ginza,eau de parfum,35.0,150.0,96.95,5.0,11.0
druni,mujer,guess,seductive red,eau de toilette,43.0,70.0,39.95,5.0,7.0
druni,mujer,calvin klein,ck everyone,eau de parfum,60.0,83.0,32.95,4.15,6.0
druni,mujer,guerlain,aqua allegoria herba fresca recargable,eau de toilette,43.0,105.37,59.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria mandarine basilic recargable,eau de toilette,43.0,105.37,59.95,4.85,13.0
druni,mujer,sisley,l'eau rêvée d'isa,eau de toilette,30.0,96.0,66.95,,
druni,mujer,jimmy choo,rose passion,eau de parfum,52.0,62.0,29.95,,
druni,mujer,marc jacobs,daisy so fresh,eau de toilette,53.0,106.0,49.95,5.0,1.0
druni,mujer,tom ford,café rose,eau de parfum,14.0,85.0,72.95,,
druni,mujer,escada,especially,eau de parfum,54.0,119.0,54.95,5.0,13.0
druni,mujer,hermès,concentré d'orange verte,eau de toilette,38.0,118.0,72.95,4.45,13.0
druni,mujer,versace,bright crystal absolu,eau de parfum,41.0,74.0,43.95,4.7,37.0
druni,mujer,prada,candy,eau de parfum,43.0,105.0,59.95,4.7,35.0
druni,mujer,prada,infusion fleur d'oranger,eau de parfum,47.0,150.0,79.95,5.0,5.0
druni,mujer,nina ricci,nina rouge,eau de toilette,39.0,55.5,33.95,4.8,19.0
druni,mujer,givenchy,l' interdit,eau de parfum,51.0,85.0,41.95,4.05,16.0
druni,mujer,yves saint laurent,yvresse,eau de toilette,44.0,155.0,86.95,5.0,6.0
druni,mujer,hugo boss,estuche the scent for her,eau de parfum,47.0,103.0,54.95,4.55,7.0
druni,mujer,guess,bella vita rosa,eau de toilette,28.0,46.0,32.9,4.7,8.0
druni,mujer,shiseido,ginza murasaki,eau de parfum,51.0,77.5,37.95,4.7,10.0
druni,mujer,tous,love me silver,parfum,43.0,52.5,29.95,4.4,8.0
druni,mujer,dolce & gabbana,q by d&g,eau de parfum,34.0,76.0,49.95,4.65,3.0
druni,mujer,dior,j'adore l'or,parfum,25.0,176.0,131.95,,
druni,mujer,rochas,girl life,eau de parfum,54.0,65.0,29.95,,
druni,mujer,versace,dylan blue,eau de parfum,41.0,74.0,43.95,4.5,31.0
druni,mujer,dior,poison girl,eau de parfum,25.0,87.0,64.95,4.8,24.0
druni,mujer,dior,escale à portofino,eau de toilette,25.0,105.0,78.25,4.85,80.0
druni,mujer,tous,tous kids girl,eau de toilette,50.0,59.5,29.95,4.65,16.0
druni,mujer,mugler,angel nova,eau de toilette,43.0,88.0,49.95,4.8,5.0
druni,mujer,michael kors,gorgeous!,eau de parfum,41.0,84.0,49.95,4.45,19.0
druni,mujer,nina ricci,estuche nina rose,eau de toilette,46.0,74.5,39.95,,
druni,mujer,mandarina duck,mandarina duck roja,eau de toilette,36.0,25.0,15.95,4.75,4.0
druni,mujer,carolina herrera,212 heroes,eau de parfum,32.0,66.5,44.95,4.75,4.0
druni,mujer,jean paul gaultier,scandal,eau de parfum,33.0,72.0,47.95,5.0,5.0
druni,mujer,givenchy,tartine et chocolate,eau de toilette,29.0,49.0,34.95,,
druni,mujer,zadig & voltaire,edicion limitada this is her,eau de parfum,39.0,120.0,72.95,,
druni,mujer,dkny,be delicious orchard,eau de parfum,47.0,57.0,29.95,,
druni,mujer,lancome,la vie est belle gold l'extrait,eau de parfum,41.0,100.0,58.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria forte oud yuzu recargable,eau de parfum,42.0,121.41,69.95,,
druni,mujer,estee lauder,knowing,eau de parfum,42.0,120.0,69.95,4.8,22.0
druni,mujer,dior,hypnotic poison roll on pearl,eau de toilette,25.0,51.0,38.25,4.85,8.0
druni,mujer,dolce & gabbana,dolce,eau de parfum,39.0,115.0,69.9,4.7,14.0
druni,mujer,kenzo,estuche flower by kenzo,eau de parfum,43.0,140.5,79.95,4.8,142.0
druni,mujer,zadig & voltaire,this is us!,eau de toilette,35.0,60.0,38.95,4.35,18.0
druni,mujer,marc jacobs,daisy,eau de toilette,48.0,96.0,49.95,4.5,2.0
druni,mujer,zadig & voltaire,this is her!vibes of freedom,eau de parfum,35.0,90.0,58.5,5.0,3.0
druni,mujer,gucci,gucci bloom,eau de toilette,50.0,99.0,49.95,5.0,1.0
druni,mujer,tous,cofre tous powers,eau de toilette,37.0,74.0,46.95,5.0,1.0
druni,mujer,lolita lempicka,lolita lempicka le parfum,eau de parfum,52.0,82.0,38.95,5.0,2.0
druni,mujer,cacharel,yes i am up,eau de parfum,46.0,55.0,29.95,4.95,85.0
druni,mujer,dior,miss dior blooming bouquet new,eau de toilette,25.0,77.0,57.5,4.65,3.0
druni,mujer,hoss intropia,casilda,eau de parfum,46.0,93.0,49.95,4.85,21.0
druni,mujer,paco rabanne,fame blooming pink,eau de parfum,34.0,135.0,88.95,,
druni,mujer,dior,miss dior eau de toilette,eau de toilette,25.0,102.0,76.25,4.85,7.0
druni,mujer,dior,pure poison,eau de parfum,25.0,87.0,64.95,4.85,30.0
druni,mujer,prada,infusion de rose,eau de parfum,47.0,150.0,79.95,4.65,3.0
druni,mujer,pepe jeans,london calling her,eau de parfum,30.0,42.95,29.95,5.0,2.0
druni,mujer,oscar de la renta,signature,eau de toilette,59.0,110.0,44.95,4.4,8.0
druni,mujer,el ganso,señorita mon amour,eau de toilette,52.0,51.5,24.95,5.0,1.0
druni,mujer,armani,my way florale recargable ep,eau de parfum,49.0,82.0,41.95,4.95,189.0
druni,mujer,givenchy,angel o demonio le secret e.p vapo,eau de parfum,41.0,148.0,87.95,4.65,3.0
druni,mujer,narciso rodriguez,narciso rodriguez cristal,eau de parfum,35.0,73.0,47.5,4.85,6.0
druni,mujer,calvin klein,ck eternity intense,eau de parfum,60.0,94.0,37.95,1.0,1.0
druni,mujer,paco rabanne,fame recarga,eau de parfum,35.0,161.0,104.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria forte nerolia vetiver,eau de parfum,47.0,121.41,63.95,,
druni,mujer,loewe,agua ella,eau de toilette,35.0,71.0,45.95,5.0,3.0
druni,mujer,lancome,idôle now,eau de parfum,49.0,70.0,35.95,,
druni,mujer,tom ford,black orchid,eau de toilette,0.0,48.95,48.95,5.0,1.0
druni,mujer,chloe,lumineuse,eau de parfum,38.0,105.0,64.95,,
druni,mujer,roberto torretta,roberto torretta,eau de parfum,64.0,28.0,9.95,4.3,38.0
druni,mujer,viktor & rolf,flowerbomb,eau de parfum,43.0,79.0,44.95,4.9,153.0
druni,mujer,devota & lomba,mar de rosas,eau de parfum,58.0,36.0,14.95,4.7,34.0
druni,mujer,dior,dolce vita,eau de toilette,25.0,142.0,105.95,4.95,26.0
druni,mujer,mugler,angel,eau de toilette,46.0,59.0,31.95,4.65,21.0
druni,mujer,rochas,tocade edt rochas,eau de toilette,69.0,108.0,33.95,4.7,53.0
druni,mujer,pepe jeans,celebrate for her,eau de parfum,64.0,96.0,34.95,4.4,32.0
druni,mujer,sisley,estuche eau du soir,eau de parfum,30.0,122.5,85.94,4.75,16.0
druni,mujer,angel schlesser,instant intimate white flowers,eau de toilette,47.0,53.0,27.95,4.55,10.0
druni,mujer,guess,guess 1981,eau de toilette,45.0,62.0,33.95,4.4,19.0
druni,mujer,jimmy choo,fever,eau de parfum,61.0,127.0,49.95,4.85,7.0
druni,mujer,elizabeth arden,white tea,eau de toilette,19.0,47.0,37.95,4.8,30.0
druni,mujer,issey miyake,a drop d' issey,eau de parfum,36.0,66.0,42.5,4.75,30.0
druni,mujer,angel schlesser,femme magique,eau de parfum,57.0,92.0,39.95,4.0,7.0
druni,mujer,sophie la girafe,estuche sophie la girafe,eau de toilette,45.0,36.0,19.95,5.0,1.0
druni,mujer,armani,si passione eclat,eau de parfum,48.0,115.0,59.95,5.0,7.0
druni,mujer,angel schlesser,angel schlesser joyful nashi bloom,eau de toilette,47.0,53.0,27.95,4.65,8.0
druni,mujer,nº 4711,4711 remix grapefruit,eau de cologne,61.0,36.0,13.95,4.5,2.0
druni,mujer,eau my bb,canastilla eau my bb,eau de toilette,64.0,36.0,12.95,3.0,1.0
druni,mujer,hugo boss,boss the scent magnetic,eau de parfum,39.0,78.0,47.95,5.0,1.0
druni,mujer,jean paul gaultier,classique pride,eau de toilette,41.0,102.0,59.95,5.0,1.0
druni,mujer,givenchy,ange ou démon,eau de parfum,41.0,148.0,87.95,4.75,23.0
druni,mujer,moschino,toy 2,eau de parfum,40.0,109.0,64.95,4.85,14.0
druni,mujer,kenzo,l'eau kenzo pour femme,eau de toilette,41.0,89.5,52.95,4.8,14.0
druni,mujer,trussardi,trussardi sound of donna,eau de parfum,42.0,43.2,24.95,4.6,28.0
druni,mujer,tom ford,eau de soleil blanc,eau de toilette,25.0,85.0,63.95,5.0,3.0
druni,mujer,valentino,born in roma yellow dream,eau de parfum,44.0,80.0,44.95,4.85,223.0
druni,mujer,dior,miss dior rose n'roses,eau de toilette,25.0,51.0,38.25,5.0,2.0
druni,mujer,loewe,estuche aire,eau de toilette,35.0,132.0,85.25,4.75,5.0
druni,mujer,escada,fairy love,eau de toilette,51.0,46.5,22.95,4.0,4.0
druni,mujer,marc jacobs,estuche daisy,eau de toilette,50.0,139.7,69.95,4.25,4.0
druni,mujer,ungaro,fresh for her,eau de toilette,56.0,50.0,21.95,,
druni,mujer,marc jacobs,perfect intense,eau de parfum,53.0,118.0,54.95,5.0,6.0
druni,mujer,yves saint laurent,black opium green 75 ml,eau de parfum,50.0,120.0,59.95,5.0,1.0
druni,mujer,el ganso,ciao bella,eau de toilette,52.0,51.5,24.95,,
druni,mujer,lua & lee,estuche lua lee neceser + colonia,eau de toilette,38.0,39.95,24.95,5.0,2.0
druni,mujer,scalpers,scalpers kids girl,eau de toilette,42.0,52.0,29.95,5.0,1.0
druni,mujer,narciso rodriguez,narciso for her collector,eau de toilette,38.0,121.0,74.95,1.0,1.0
druni,mujer,chloe,recarga naturelle intense,eau de parfum,58.0,162.0,67.95,,
druni,mujer,hermès,cofre jardin sobre el nilo,eau de toilette,39.0,140.0,84.95,3.0,3.0
druni,mujer,clinique,cofre aromatics,eau de parfum,43.0,139.5,79.95,4.0,2.0
druni,mujer,prada,la femme,eau de parfum,48.0,115.0,59.95,3.5,6.0
druni,mujer,tom ford,velvet orchid,eau de parfum,25.0,85.0,63.95,3.65,6.0
druni,mujer,dior,roller-pearl,eau de parfum,25.0,60.0,44.95,4.8,5.0
druni,mujer,eau my bb,eau my bb sin alcohol,eau de toilette,50.0,19.95,9.95,3.0,1.0
druni,mujer,dolce & gabbana,pour femme,eau de parfum,45.0,145.0,79.95,5.0,10.0
druni,mujer,jimmy choo,jimmy choo,eau de parfum,55.0,67.0,29.95,4.6,61.0
druni,mujer,versace,dylan turquoise,eau de toilette,42.0,69.0,39.95,4.7,37.0
druni,mujer,lancome,la vie est belle soleil cristal,eau de parfum,45.0,110.0,59.95,4.9,151.0
druni,mujer,trussardi,trussardi,eau de parfum,53.0,57.0,26.95,4.5,14.0
druni,mujer,valentino,voce viva intensa,eau de parfum,44.0,80.0,44.95,4.9,64.0
druni,mujer,issey miyake,a drop issey miyake fraiche,eau de parfum,35.0,66.0,42.75,5.0,5.0
druni,mujer,halloween,hallowen blossom,eau de toilette,41.0,59.0,34.95,5.0,1.0
druni,mujer,police,police born to shine woman,eau de parfum,58.0,48.0,19.95,4.0,1.0
druni,mujer,dior,j'adore parfum d'eau,eau de parfum,25.0,87.0,64.95,5.0,5.0
druni,mujer,nina ricci,estuche nina fleur,eau de toilette,43.0,80.5,45.95,5.0,1.0
druni,mujer,escada,show me love,eau de parfum,54.0,54.0,24.95,4.55,9.0
druni,mujer,pedro del hierro,peonia,eau de parfum,14.0,34.95,29.95,,
druni,mujer,lancome,la nuit tresor fleur de nuit,eau de parfum,32.0,100.0,67.95,,
druni,mujer,givenchy,irresistible rose velvet,eau de parfum,45.0,81.0,44.95,4.5,2.0
druni,mujer,devota & lomba,paraiso escarchado,eau de toilette,58.0,36.0,14.95,,
druni,mujer,guerlain,aqua allegoria harvest mandarine basilic,eau de toilette,48.0,153.0,79.95,,
druni,mujer,yves saint laurent,libre absolu platine,eau de parfum,40.0,140.0,83.95,,
druni,mujer,loewe,solo ella elixir,eau de parfum,35.0,140.0,90.95,,
druni,mujer,devota & lomba,florissima,eau de parfum,57.0,35.0,14.95,4.75,17.0
druni,mujer,sisley,soir d`orient,eau de parfum,30.0,172.0,119.95,5.0,3.0
druni,mujer,tous,your moments,eau de toilette,53.0,40.0,18.95,4.7,26.0
druni,mujer,cartier,carat,eau de parfum,20.0,100.0,79.95,4.8,11.0
druni,mujer,hermès,eau des merveilles bleue,eau de parfum,43.0,150.0,84.95,4.65,4.0
druni,mujer,angel schlesser,femme adorable,eau de toilette,54.0,87.0,39.95,4.85,37.0
druni,mujer,tous,estuche tous kids boy,eau de toilette,43.0,59.5,33.95,4.8,10.0
druni,mujer,estee lauder,beautiful,eau de parfum,46.0,120.0,64.95,4.5,7.0
druni,mujer,lancome,ô lancôme,eau de toilette,52.0,82.0,39.5,4.75,216.0
druni,mujer,lacoste,l.12.12 french panache,eau de toilette,56.0,95.0,41.95,5.0,1.0
druni,mujer,dior,miss dior original,eau de toilette,25.0,142.0,105.95,5.0,6.0
druni,mujer,tiffany,tiffany,eau de parfum,45.0,140.0,76.95,4.75,15.0
druni,mujer,dior,miss dior rose n'roses,eau de toilette,25.0,102.0,76.25,5.0,7.0
druni,mujer,angel schlesser,instant blooming grapefruit,eau de toilette,47.0,53.0,27.95,4.5,12.0
druni,mujer,dior,j'adore,eau de parfum,25.0,127.0,94.95,4.75,12.0
druni,mujer,hermès,l'ombre des merveilles,eau de parfum,48.0,150.0,77.95,5.0,1.0
druni,mujer,hollister,canyon escape for her,eau de parfum,57.0,72.0,30.95,5.0,1.0
druni,mujer,coach,dreams sunset,eau de parfum,24.0,46.0,34.95,4.0,1.0
druni,mujer,l' atelier parfum paris,arme blanche,eau de parfum,39.0,65.0,39.95,5.0,1.0
druni,mujer,oscar de la renta,alibi,eau de parfum,46.0,65.0,34.99,4.0,1.0
druni,mujer,givenchy,irresistible et fraiche 80 ml,eau de toilette,52.0,67.0,31.95,2.5,2.0
druni,mujer,hugo boss,boss the scent le parfum for her,eau de parfum,56.0,114.0,49.95,,
druni,mujer,carolina herrera,very good girl glam,eau de parfum,32.0,81.0,54.95,4.8,5.0
druni,mujer,scalpers,scalpers kids boys,eau de toilette,42.0,52.0,29.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria bergamote calabria recargable,eau de toilette,43.0,105.37,59.95,4.0,1.0
druni,mujer,guerlain,aqua allegoria orange soleia recargable,eau de toilette,43.0,105.37,59.95,,
druni,mujer,rochas,girl blooming,eau de toilette,55.0,118.0,52.95,,
druni,mujer,guerlain,aqua allegoria rossa forte,eau de parfum,42.0,121.41,69.95,4.8,5.0
druni,mujer,scalpers,cofre scalpers kids girl,eau de toilette,33.0,52.0,34.95,4.0,2.0
druni,mujer,carolina herrera,212 vip rosé love ny,eau de parfum,47.0,118.5,62.95,5.0,3.0
druni,mujer,lancome,la vie est belle iris absolu,eau de parfum,47.0,79.0,41.95,4.95,47.0
druni,mujer,devota & lomba,elixir desnudo,eau de toilette,58.0,36.0,14.95,4.0,1.0
druni,mujer,hermès,un jardin a cythere,eau de toilette,37.0,70.0,43.95,,
druni,mujer,giorgio beverly hills,g by giorgio,eau de parfum,65.0,65.0,22.95,3.0,1.0
druni,mujer,guerlain,aqua allegoria harvest nerolia vetiver,eau de toilette,48.0,153.0,79.95,,
druni,mujer,jimmy choo,cofre jimmy choo,eau de parfum,45.0,127.0,69.95,5.0,1.0
druni,mujer,carolina herrera,ch pasión,eau de parfum,41.0,127.5,74.95,,
druni,mujer,hollister,feeling good for her,eau de parfum,51.0,72.0,34.95,4.0,1.0
druni,mujer,karl lagerfeld,rome divino amore,eau de parfum,67.0,100.0,32.95,,
druni,mujer,coach,love,eau de parfum,41.0,47.0,27.95,,
druni,mujer,marc jacobs,perfect,eau de toilette,52.0,114.0,54.95,,
druni,mujer,marc jacobs,daisy ever so fresh,eau de parfum,53.0,122.0,56.95,,
druni,mujer,guerlain,aqua allegoria forte rosa palissandro recargable,eau de parfum,42.0,121.41,69.95,,
druni,mujer,guerlain,aqua allegoria forte bosca vanilla recargable,eau de parfum,42.0,121.41,69.95,,
druni,mujer,bvlgari,rose goldea,eau de parfum,35.0,109.0,70.5,4.0,7.0
druni,mujer,devota & lomba,hipnotica,eau de toilette,57.0,23.0,9.95,4.3,27.0
druni,mujer,paco rabanne,pure xs,eau de parfum,54.0,65.5,29.95,4.55,55.0
druni,mujer,dior,joy,eau de parfum,25.0,122.0,90.95,4.55,28.0
druni,mujer,hermès,un jardin sur la lagune,eau de toilette,47.0,133.0,69.95,5.0,6.0
druni,mujer,eau my bb,eau my bb,eau de toilette,50.0,19.95,9.95,4.65,19.0
druni,mujer,marc jacobs,daisy dream,eau de toilette,49.0,127.0,64.95,4.0,3.0
druni,mujer,nina ricci,estuche nina,eau de toilette,41.0,85.0,49.95,4.55,28.0
druni,mujer,narciso rodriguez,estuche narciso for her,eau de parfum,35.0,140.0,90.95,4.85,42.0
druni,mujer,dolce & gabbana,dolce garden,eau de parfum,39.0,115.0,69.9,4.7,8.0
druni,mujer,narciso rodriguez,estuche narciso for her pure musc,eau de parfum,35.0,140.0,90.95,4.45,30.0
druni,mujer,dior,poison,eau de toilette,25.0,102.0,76.25,5.0,2.0
druni,mujer,guess,guess seductive,eau de toilette,43.0,70.0,39.95,4.6,23.0
druni,mujer,tom ford,black orchid parfum gold,eau de parfum,25.0,165.0,123.95,5.0,5.0
druni,mujer,police,exotic jungle woman,eau de toilette,46.0,48.0,25.95,4.65,3.0
druni,mujer,karl lagerfeld,paris,eau de parfum,65.0,95.0,32.95,4.5,2.0
druni,mujer,ungaro,feminin,eau de toilette,63.0,68.0,24.95,3.7,7.0
druni,mujer,sisley,izia la nuit,eau de parfum,30.0,122.5,85.95,4.7,8.0
druni,mujer,tom ford,costa azzurra,eau de parfum,25.0,135.0,100.95,4.0,2.0
druni,mujer,loewe,001 woman,eau de toilette,35.0,57.0,36.95,2.0,1.0
druni,mujer,karl lagerfeld,tokyo,eau de parfum,67.0,100.0,32.95,,
druni,mujer,rochas,cofre rochas girl,eau de toilette,54.0,126.0,57.95,5.0,1.0
druni,mujer,guerlain,recarga aqua allegoria nerolia vetiver,eau de toilette,42.0,173.6,99.95,,
druni,mujer,guerlain,recarga aqua allegoria bergamote calabria,eau de toilette,42.0,173.6,99.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria pamplelune recargable,eau de toilette,43.0,105.37,59.95,5.0,2.0
druni,mujer,kenzo,kenzo flower l'absolue,eau de parfum,46.0,74.5,39.95,4.85,7.0
druni,mujer,guess,guess seductive flirt for women edt,eau de toilette,31.0,58.0,39.95,5.0,2.0
druni,mujer,hollister,wave x,eau de parfum,52.0,62.0,29.95,,
druni,mujer,guerlain,aqua de allegoria basilic forte,eau de parfum,42.0,121.41,69.95,4.75,4.0
druni,mujer,viktor & rolf,cofre good fortune,eau de parfum,42.0,138.0,79.95,5.0,1.0
druni,mujer,el ganso,like father like son,eau de toilette,16.0,39.0,32.95,,
druni,mujer,sisley,l'eau rêvée d'alma,eau de toilette,30.0,96.0,66.95,,
druni,mujer,sisley,l'eau rêvée d'aria,eau de toilette,30.0,96.0,66.95,,
druni,mujer,sisley,l'eau rêvée d'eliya,eau de toilette,30.0,96.0,66.95,,
druni,mujer,sisley,l'eau rêvée d'hubert,eau de toilette,30.0,96.0,66.95,5.0,1.0
druni,mujer,guerlain,aqua allegoria harvest rosa rossa,eau de toilette,41.0,153.0,89.95,,
druni,mujer,estee lauder,bronze goddess,eau de cologne,37.0,95.0,59.95,,
druni,mujer,chopard,felicia roses,eau de parfum,45.0,54.0,29.95,,
druni,mujer,armand basi,uniform build your self,eau de toilette,43.0,65.0,36.95,,
druni,mujer,guerlain,recarga rosa rossa forte,eau de parfum,46.0,199.68,107.95,,
druni,mujer,viktor & rolf,flowerbomb ruby orquid,eau de parfum,40.0,115.0,68.95,,
druni,mujer,prada,recarga paradoxe intense,eau de parfum,38.0,145.0,89.95,,
druni,mujer,gucci,bloom intense,eau de parfum,42.0,120.0,69.95,,
druni,mujer,bvlgari,splendida magnolia sensuel,eau de parfum,35.0,155.0,99.99,3.8,5.0
druni,mujer,hermès,eau de citron noir,eau de cologne,38.0,118.0,72.95,4.75,17.0
druni,mujer,viktor & rolf,flower bomb nectar,eau de parfum,36.0,93.0,59.95,4.65,20.0
druni,mujer,lua & lee,lua & lee,eau de toilette,45.0,36.0,19.95,4.6,22.0
druni,mujer,dior,diorissimo,eau de toilette,25.0,142.0,105.95,5.0,8.0
druni,mujer,angel schlesser,estuche les eaux d'un instant tempting bergamot,eau de toilette,34.0,53.0,34.95,4.65,15.0
druni,mujer,sisley,estuche eau du soir,eau de parfum,30.0,252.0,175.94,5.0,3.0
druni,mujer,coach,coach dreams,eau de parfum,41.0,101.0,59.95,4.8,15.0
druni,mujer,guerlain,mon guerlain bloom of rose,eau de parfum,36.0,105.37,67.95,4.85,7.0
druni,mujer,angel schlesser,instant splendid orange blossom,eau de toilette,47.0,53.0,27.95,4.2,10.0
druni,mujer,fun & basics,be fun woman,eau de toilette,73.0,39.95,10.95,4.35,11.0
druni,mujer,dkny,be extra delicious,eau de parfum,30.0,57.0,39.95,4.8,16.0
druni,mujer,lanvin,modern princess,eau de parfum,62.0,104.0,39.95,5.0,2.0
druni,mujer,hollister,wave for her,eau de parfum,47.0,72.0,37.95,5.0,2.0
druni,mujer,cartier,rivières de cartier luxuriance,eau de toilette,23.0,112.0,85.95,5.0,1.0
druni,mujer,estee lauder,beautiful magnolia,eau de parfum,26.0,61.0,44.95,4.0,2.0
druni,mujer,marc jacobs,daisy so intense,eau de parfum,52.0,109.0,52.1,5.0,3.0
druni,mujer,chloe,naturelle,eau de parfum,52.0,107.0,50.95,4.25,8.0
druni,mujer,dkny,be 100% delicious,eau de parfum,49.0,78.0,39.95,,
druni,mujer,lancome,la nuit tresor intense,eau de parfum,47.0,170.0,89.95,,
druni,mujer,guerlain,aqua allegoria nettare di sole recargable,eau de toilette,43.0,105.37,59.95,5.0,1.0
druni,mujer,nina ricci,nina fleur,eau de toilette,46.0,55.5,29.95,4.65,3.0
druni,mujer,viktor & rolf,good fortune,eau de parfum,42.0,79.0,45.95,5.0,1.0
druni,mujer,narciso rodriguez,estuche narciso for her noir,eau de parfum,35.0,140.0,90.95,5.0,1.0
druni,mujer,chloe,recarga signature rose naturelle,eau de parfum,56.0,154.0,67.95,,
druni,mujer,tous,estuche tous love me silver,eau de parfum,42.0,120.0,69.95,5.0,6.0
druni,mujer,pedro del hierro,neroli,eau de parfum,14.0,34.95,29.95,5.0,1.0
druni,mujer,armani,my way le parfum,parfum,41.0,92.0,53.95,4.0,1.0
druni,mujer,issey miyake,l'eau d'issey pivoine,eau de toilette,35.0,80.0,51.95,4.35,3.0
druni,mujer,prada,infusion de figue,eau de parfum,43.0,150.0,84.95,,
druni,mujer,angel schlesser,instant luminous violet,eau de toilette,47.0,53.0,27.95,4.0,1.0
druni,mujer,loewe,aire anthesis,eau de parfum,35.0,125.0,80.95,,
druni,mujer,chopard,lemon dulci,eau de parfum,45.0,54.0,29.95,,
druni,mujer,el ganso,sunshine,eau de toilette,43.0,72.0,40.95,,
druni,mujer,mugler,alien goddess supra florale,eau de parfum,35.0,85.0,54.95,,
druni,mujer,yves saint laurent,recarga libre absolu platine,eau de parfum,33.0,120.0,79.95,,
druni,mujer,hermès,tutti twilly,eau de parfum,29.0,110.0,77.95,,
druni,mujer,cerruti,rêve de roses,eau de parfum,61.0,77.0,29.95,,
druni,mujer,gucci,cofre flora gorgeous gardenia,eau de parfum,45.0,172.5,94.95,,
druni,mujer,narciso rodriguez,estuche all of me,eau de parfum,35.0,146.0,94.95,,
druni,mujer,loewe,estuche agua mar de coral,eau de toilette,35.0,107.0,69.25,4.65,15.0
druni,mujer,clinique,estuche aromatics,eau de parfum,50.0,121.0,59.95,,
druni,mujer,jean paul gaultier,classique collector,eau de toilette,38.0,130.0,79.95,,
druni,mujer,bvlgari,estuche omnia amethyste,eau de toilette,37.0,103.0,64.95,4.45,9.0
druni,mujer,guess,bella vita paradiso,eau de parfum,30.0,78.0,54.95,,
druni,mujer,carolina herrera,estuche 212 heroes,eau de parfum,33.0,131.5,87.95,5.0,1.0
